record_id,crop,symptom,diagnosis,image_paths
D00634,Raspberry,"no spots,bite marks,or abnormal areas observed/present on the leaf",Healthy,"images\Raspberry,Healthy\plant_62613.jpg"
D00635,Raspberry,"no spots,bite marks,or abnormal areas observed/present on the leaf",Healthy,"images\Raspberry,Healthy\plant_62614.jpg"
D00636,Raspberry,"no spots,bite marks,or abnormal areas observed/present on the leaf",Healthy,"images\Raspberry,Healthy\plant_62615.jpg"
D00637,Raspberry,"no spots,bite marks,or abnormal areas observed/present on the leaf",Healthy,"images\Raspberry,Healthy\plant_62616.jpg"
D00638,Raspberry,"no spots,bite marks,or abnormal areas observed/present on the leaf",Healthy,"images\Raspberry,Healthy\plant_62617.jpg"
D00639,Raspberry,"no spots,bite marks,or abnormal areas observed/present on the leaf",Healthy,"images\Raspberry,Healthy\plant_62618.jpg"
D00640,Raspberry,"no spots,bite marks,or abnormal areas observed/present on the leaf",Healthy,"images\Raspberry,Healthy\plant_62619.jpg"
D00641,Raspberry,"no spots,bite marks,or abnormal areas observed/present on the leaf",Healthy,"images\Raspberry,Healthy\plant_62620.jpg"
D00642,Raspberry,"no spots,bite marks,or abnormal areas observed/present on the leaf",Healthy,"images\Raspberry,Healthy\plant_62621.jpg"
D00643,Raspberry,"no spots,bite marks,or abnormal areas observed/present on the leaf",Healthy,"images\Raspberry,Healthy\plant_62622.jpg"
D00644,Raspberry,"no spots,bite marks,or abnormal areas observed/present on the leaf",Healthy,"images\Raspberry,Healthy\plant_62623.jpg"
D00645,Raspberry,"no spots,bite marks,or abnormal areas observed/present on the leaf",Healthy,"images\Raspberry,Healthy\plant_62624.jpg"
D00646,Raspberry,"no spots,bite marks,or abnormal areas observed/present on the leaf",Healthy,"images\Raspberry,Healthy\plant_62625.jpg"
D00647,Raspberry,"no spots,bite marks,or abnormal areas observed/present on the leaf",Healthy,"images\Raspberry,Healthy\plant_62626.jpg"
D00648,Raspberry,"no spots,bite marks,or abnormal areas observed/present on the leaf",Healthy,"images\Raspberry,Healthy\plant_62627.jpg"
D00649,Raspberry,"no spots,bite marks,or abnormal areas observed/present on the leaf",Healthy,"images\Raspberry,Healthy\plant_62628.jpg"
D00650,Raspberry,"no spots,bite marks,or abnormal areas observed/present on the leaf",Healthy,"images\Raspberry,Healthy\plant_62629.jpg"
D00651,Raspberry,"no spots,bite marks,or abnormal areas observed/present on the leaf",Healthy,"images\Raspberry,Healthy\plant_62630.jpg"
D00652,Raspberry,"no spots,bite marks,or abnormal areas observed/present on the leaf",Healthy,"images\Raspberry,Healthy\plant_62631.jpg"
D00653,Raspberry,"no spots,bite marks,or abnormal areas observed/present on the leaf",Healthy,"images\Raspberry,Healthy\plant_62632.jpg"
D00654,Raspberry,"no spots,bite marks,or abnormal areas observed/present on the leaf",Healthy,"images\Raspberry,Healthy\plant_62633.jpg"
D00655,Raspberry,"no spots,bite marks,or abnormal areas observed/present on the leaf",Healthy,"images\Raspberry,Healthy\plant_62634.jpg"
D00656,Raspberry,"no spots,bite marks,or abnormal areas observed/present on the leaf",Healthy,"images\Raspberry,Healthy\plant_62635.jpg"
D00657,Raspberry,"no spots,bite marks,or abnormal areas observed/present on the leaf",Healthy,"images\Raspberry,Healthy\plant_62636.jpg"
D00658,Raspberry,"no spots,bite marks,or abnormal areas observed/present on the leaf",Healthy,"images\Raspberry,Healthy\plant_62637.jpg"
D00659,Raspberry,"no spots,bite marks,or abnormal areas observed/present on the leaf",Healthy,"images\Raspberry,Healthy\plant_62638.jpg"
D00660,Raspberry,"no spots,bite marks,or abnormal areas observed/present on the leaf",Healthy,"images\Raspberry,Healthy\plant_62639.jpg"
D00661,Raspberry,"no spots,bite marks,or abnormal areas observed/present on the leaf",Healthy,"images\Raspberry,Healthy\plant_62640.jpg"
D00662,Raspberry,"no spots,bite marks,or abnormal areas observed/present on the leaf",Healthy,"images\Raspberry,Healthy\plant_62641.jpg"
D00663,Raspberry,"no spots,bite marks,or abnormal areas observed/present on the leaf",Healthy,"images\Raspberry,Healthy\plant_62642.jpg"
D00664,Raspberry,"no spots,bite marks,or abnormal areas observed/present on the leaf",Healthy,"images\Raspberry,Healthy\plant_62643.jpg"
D00665,Raspberry,"no spots,bite marks,or abnormal areas observed/present on the leaf",Healthy,"images\Raspberry,Healthy\plant_62644.jpg"
D00666,Raspberry,"no spots,bite marks,or abnormal areas observed/present on the leaf",Healthy,"images\Raspberry,Healthy\plant_62645.jpg"
D00667,Raspberry,"no spots,bite marks,or abnormal areas observed/present on the leaf",Healthy,"images\Raspberry,Healthy\plant_62646.jpg"
D00668,Raspberry,"no spots,bite marks,or abnormal areas observed/present on the leaf",Healthy,"images\Raspberry,Healthy\plant_62647.jpg"
D00669,Raspberry,"no spots,bite marks,or abnormal areas observed/present on the leaf",Healthy,"images\Raspberry,Healthy\plant_62648.jpg"
D00670,Raspberry,"no spots,bite marks,or abnormal areas observed/present on the leaf",Healthy,"images\Raspberry,Healthy\plant_62649.jpg"
D00671,Raspberry,"no spots,bite marks,or abnormal areas observed/present on the leaf",Healthy,"images\Raspberry,Healthy\plant_62650.jpg"
D00672,Raspberry,"no spots,bite marks,or abnormal areas observed/present on the leaf",Healthy,"images\Raspberry,Healthy\plant_62651.jpg"
D00673,Raspberry,"no spots,bite marks,or abnormal areas observed/present on the leaf",Healthy,"images\Raspberry,Healthy\plant_62652.jpg"
D00674,Raspberry,"no spots,bite marks,or abnormal areas observed/present on the leaf",Healthy,"images\Raspberry,Healthy\plant_62653.jpg"
D00675,Raspberry,"no spots,bite marks,or abnormal areas observed/present on the leaf",Healthy,"images\Raspberry,Healthy\plant_62654.jpg"
D00676,Raspberry,"no spots,bite marks,or abnormal areas observed/present on the leaf",Healthy,"images\Raspberry,Healthy\plant_62655.jpg"
D00677,Raspberry,"no spots,bite marks,or abnormal areas observed/present on the leaf",Healthy,"images\Raspberry,Healthy\plant_62656.jpg"
D00678,Raspberry,"no spots,bite marks,or abnormal areas observed/present on the leaf",Healthy,"images\Raspberry,Healthy\plant_62657.jpg"
D00679,Raspberry,"no spots,bite marks,or abnormal areas observed/present on the leaf",Healthy,"images\Raspberry,Healthy\plant_62658.jpg"
D00680,Raspberry,"no spots,bite marks,or abnormal areas observed/present on the leaf",Healthy,"images\Raspberry,Healthy\plant_62659.jpg"
D00681,Raspberry,"no spots,bite marks,or abnormal areas observed/present on the leaf",Healthy,"images\Raspberry,Healthy\plant_62660.jpg"
D00682,Raspberry,"no spots,bite marks,or abnormal areas observed/present on the leaf",Healthy,"images\Raspberry,Healthy\plant_62661.jpg"
D00683,Raspberry,"no spots,bite marks,or abnormal areas observed/present on the leaf",Healthy,"images\Raspberry,Healthy\plant_62662.jpg"
D00684,Raspberry,"no spots,bite marks,or abnormal areas observed/present on the leaf",Healthy,"images\Raspberry,Healthy\plant_62663.jpg"
D00685,Raspberry,"no spots,bite marks,or abnormal areas observed/present on the leaf",Healthy,"images\Raspberry,Healthy\plant_62664.jpg"
D00686,Raspberry,"no spots,bite marks,or abnormal areas observed/present on the leaf",Healthy,"images\Raspberry,Healthy\plant_62665.jpg"
D00687,Raspberry,"no spots,bite marks,or abnormal areas observed/present on the leaf",Healthy,"images\Raspberry,Healthy\plant_62666.jpg"
D00688,Raspberry,"no spots,bite marks,or abnormal areas observed/present on the leaf",Healthy,"images\Raspberry,Healthy\plant_62667.jpg"
D00689,Raspberry,"no spots,bite marks,or abnormal areas observed/present on the leaf",Healthy,"images\Raspberry,Healthy\plant_62668.jpg"
D00690,Raspberry,"no spots,bite marks,or abnormal areas observed/present on the leaf",Healthy,"images\Raspberry,Healthy\plant_62669.jpg"
D00691,Raspberry,"no spots,bite marks,or abnormal areas observed/present on the leaf",Healthy,"images\Raspberry,Healthy\plant_62670.jpg"
D00692,Raspberry,"no spots,bite marks,or abnormal areas observed/present on the leaf",Healthy,"images\Raspberry,Healthy\plant_62671.jpg"
D00693,Raspberry,"no spots,bite marks,or abnormal areas observed/present on the leaf",Healthy,"images\Raspberry,Healthy\plant_62672.jpg"
D00694,Raspberry,"no spots,bite marks,or abnormal areas observed/present on the leaf",Healthy,"images\Raspberry,Healthy\plant_62673.jpg"
D00695,Raspberry,"no spots,bite marks,or abnormal areas observed/present on the leaf",Healthy,"images\Raspberry,Healthy\plant_62737.jpg"
D00696,Raspberry,"no spots,bite marks,or abnormal areas observed/present on the leaf",Healthy,"images\Raspberry,Healthy\plant_62743.jpg"
D00697,Raspberry,"no spots,bite marks,or abnormal areas observed/present on the leaf",Healthy,"images\Raspberry,Healthy\plant_62766.jpg"
D00698,Raspberry,"no spots,bite marks,or abnormal areas observed/present on the leaf",Healthy,"images\Raspberry,Healthy\plant_62850.jpg"
D00699,Raspberry,"no spots,bite marks,or abnormal areas observed/present on the leaf",Healthy,"images\Raspberry,Healthy\plant_62870.jpg"
D00700,Raspberry,"no spots,bite marks,or abnormal areas observed/present on the leaf",Healthy,"images\Raspberry,Healthy\plant_62896.jpg"
D00701,Rice,"elongated, water soaked lesions?? light green to yellow, light brown, yellow green",Bacterial Leaf Blight,"images\Rice,Bacterial Leaf Blight\plant_118766.jpg"
D00702,Rice,"elongated, water soaked lesions?? light green to yellow, light brown, yellow green",Bacterial Leaf Blight,"images\Rice,Bacterial Leaf Blight\plant_118876.jpg"
D00703,Rice,"elongated, water soaked lesions?? light green to yellow, light brown, yellow green",Bacterial Leaf Blight,"images\Rice,Bacterial Leaf Blight\plant_118964.jpg"
D00704,Rice,"elongated, water soaked lesions?? light green to yellow, light brown, yellow green",Bacterial Leaf Blight,"images\Rice,Bacterial Leaf Blight\plant_119019.jpg"
D00705,Rice,"elongated, water soaked lesions?? light green to yellow, light brown, yellow green",Bacterial Leaf Blight,"images\Rice,Bacterial Leaf Blight\plant_119033.jpg"
D00706,Rice,"elongated, water soaked lesions?? light green to yellow, light brown, yellow green",Bacterial Leaf Blight,"images\Rice,Bacterial Leaf Blight\plant_119073.jpg"
D00707,Rice,"elongated, water soaked lesions?? light green to yellow, light brown, yellow green",Bacterial Leaf Blight,"images\Rice,Bacterial Leaf Blight\plant_119096.jpg"
D00708,Rice,"elongated, water soaked lesions?? light green to yellow, light brown, yellow green",Bacterial Leaf Blight,"images\Rice,Bacterial Leaf Blight\plant_119128.jpg"
D00709,Rice,"elongated, water soaked lesions?? light green to yellow, light brown, yellow green",Bacterial Leaf Blight,"images\Rice,Bacterial Leaf Blight\plant_119252.jpg"
D00710,Rice,"elongated, water soaked lesions?? light green to yellow, light brown, yellow green",Bacterial Leaf Blight,"images\Rice,Bacterial Leaf Blight\plant_119392.jpg"
D00711,Rice,"dark brown to black, yellow brown to brown lesions, brown spots, oval ",Blast,"images\Rice,Blast\plant_120359.jpg"
D00712,Rice,"dark brown to black, yellow brown to brown lesions, brown spots, oval ",Blast,"images\Rice,Blast\plant_120408.jpg"
D00713,Rice,"dark brown to black, yellow brown to brown lesions, brown spots, oval ",Blast,"images\Rice,Blast\plant_120529.jpg"
D00714,Rice,"dark brown to black, yellow brown to brown lesions, brown spots, oval ",Blast,"images\Rice,Blast\plant_120551.jpg"
D00715,Rice,"dark brown to black, yellow brown to brown lesions, brown spots, oval ",Blast,"images\Rice,Blast\plant_120917.jpg"
D00716,Rice,"dark brown to black, yellow brown to brown lesions, brown spots, oval ",Blast,"images\Rice,Blast\plant_120986.jpg"
D00717,Rice,"dark brown to black, yellow brown to brown lesions, brown spots, oval ",Blast,"images\Rice,Blast\plant_120995.jpg"
D00718,Rice,"dark brown to black, yellow brown to brown lesions, brown spots, oval ",Blast,"images\Rice,Blast\plant_121189.jpg"
D00719,Rice,"dark brown to black, yellow brown to brown lesions, brown spots, oval ",Blast,"images\Rice,Blast\plant_121276.jpg"
D00720,Rice,"dark brown to black, yellow brown to brown lesions, brown spots, oval ",Blast,"images\Rice,Blast\plant_121302.jpg"
D00721,Rice,"brown or dark brown spots, irregular, of varying sizes",Brown Spot,"images\Rice,Brown Spot\plant_122150.jpg"
D00722,Rice,"brown or dark brown spots, irregular, of varying sizes",Brown Spot,"images\Rice,Brown Spot\plant_122196.jpg"
D00723,Rice,"brown or dark brown spots, irregular, of varying sizes",Brown Spot,"images\Rice,Brown Spot\plant_122427.jpg"
D00724,Rice,"brown or dark brown spots, irregular, of varying sizes",Brown Spot,"images\Rice,Brown Spot\plant_122648.jpg"
D00725,Rice,"brown or dark brown spots, irregular, of varying sizes",Brown Spot,"images\Rice,Brown Spot\plant_122731.jpg"
D00726,Rice,"brown or dark brown spots, irregular, of varying sizes",Brown Spot,"images\Rice,Brown Spot\plant_122789.jpg"
D00727,Rice,"brown or dark brown spots, irregular, of varying sizes",Brown Spot,"images\Rice,Brown Spot\plant_122801.jpg"
D00728,Rice,"brown or dark brown spots, irregular, of varying sizes",Brown Spot,"images\Rice,Brown Spot\plant_122857.jpg"
D00729,Rice,"brown or dark brown spots, irregular, of varying sizes",Brown Spot,"images\Rice,Brown Spot\plant_123048.jpg"
D00730,Rice,"brown or dark brown spots, irregular, of varying sizes",Brown Spot,"images\Rice,Brown Spot\plant_123327.jpg"
D00731,Rice,"dark brown spots, lesions, gray, oval?? irregular",Leaf Blight,"images\Rice,Leaf Blight\plant_123491.jpg"
D00732,Rice,"dark brown spots, lesions, gray, oval?? irregular",Leaf Blight,"images\Rice,Leaf Blight\plant_123494.jpg"
D00733,Rice,"dark brown spots, lesions, gray, oval?? irregular",Leaf Blight,"images\Rice,Leaf Blight\plant_123495.jpg"
D00734,Rice,"dark brown spots, lesions, gray, oval?? irregular",Leaf Blight,"images\Rice,Leaf Blight\plant_123506.jpg"
D00735,Rice,"dark brown spots, lesions, gray, oval?? irregular",Leaf Blight,"images\Rice,Leaf Blight\plant_123510.jpg"
D00736,Rice,"dark brown spots, lesions, gray, oval?? irregular",Leaf Blight,"images\Rice,Leaf Blight\plant_123522.jpg"
D00737,Rice,"dark brown spots, lesions, gray, oval?? irregular",Leaf Blight,"images\Rice,Leaf Blight\plant_123537.jpg"
D00738,Rice,"dark brown spots, lesions, gray, oval?? irregular",Leaf Blight,"images\Rice,Leaf Blight\plant_123551.jpg"
D00739,Rice,"dark brown spots, lesions, gray, oval?? irregular",Leaf Blight,"images\Rice,Leaf Blight\plant_123567.jpg"
D00740,Rice,"dark brown spots, lesions, gray, oval?? irregular",Leaf Blight,"images\Rice,Leaf Blight\plant_123570.jpg"
D00741,Rice,"elongated, dark brown to black stripes, spots, irregular",Leaf Smut,"images\Rice,Leaf Smut\plant_123571.jpg"
D00742,Rice,"elongated, dark brown to black stripes, spots, irregular",Leaf Smut,"images\Rice,Leaf Smut\plant_123575.jpg"
D00743,Rice,"elongated, dark brown to black stripes, spots, irregular",Leaf Smut,"images\Rice,Leaf Smut\plant_123578.jpg"
D00744,Rice,"elongated, dark brown to black stripes, spots, irregular",Leaf Smut,"images\Rice,Leaf Smut\plant_123580.jpg"
D00745,Rice,"elongated, dark brown to black stripes, spots, irregular",Leaf Smut,"images\Rice,Leaf Smut\plant_123581.jpg"
D00746,Rice,"elongated, dark brown to black stripes, spots, irregular",Leaf Smut,"images\Rice,Leaf Smut\plant_123583.jpg"
D00747,Rice,"elongated, dark brown to black stripes, spots, irregular",Leaf Smut,"images\Rice,Leaf Smut\plant_123584.jpg"
D00748,Rice,"elongated, dark brown to black stripes, spots, irregular",Leaf Smut,"images\Rice,Leaf Smut\plant_123591.jpg"
D00749,Rice,"elongated, dark brown to black stripes, spots, irregular",Leaf Smut,"images\Rice,Leaf Smut\plant_123607.jpg"
D00750,Rice,"elongated, dark brown to black stripes, spots, irregular",Leaf Smut,"images\Rice,Leaf Smut\plant_123609.jpg"
D00751,Rice,"irregular yellow spots, streaks, yellow green",Tungro,"images\Rice,Tungro\plant_123750.jpg"
D00752,Rice,"irregular yellow spots, streaks, yellow green",Tungro,"images\Rice,Tungro\plant_123809.jpg"
D00753,Rice,"irregular yellow spots, streaks, yellow green",Tungro,"images\Rice,Tungro\plant_123991.jpg"
D00754,Rice,"irregular yellow spots, streaks, yellow green",Tungro,"images\Rice,Tungro\plant_124012.jpg"
D00755,Rice,"irregular yellow spots, streaks, yellow green",Tungro,"images\Rice,Tungro\plant_124132.jpg"
D00756,Rice,"irregular yellow spots, streaks, yellow green",Tungro,"images\Rice,Tungro\plant_124165.jpg"
D00757,Rice,"irregular yellow spots, streaks, yellow green",Tungro,"images\Rice,Tungro\plant_124343.jpg"
D00758,Rice,"irregular yellow spots, streaks, yellow green",Tungro,"images\Rice,Tungro\plant_124386.jpg"
D00759,Rice,"irregular yellow spots, streaks, yellow green",Tungro,"images\Rice,Tungro\plant_124469.jpg"
D00760,Rice,"irregular yellow spots, streaks, yellow green",Tungro,"images\Rice,Tungro\plant_124515.jpg"
D00761,Soybean,"no spots,bite marks,or abnormal areas observed/present on the leaf",Healthy,"images\Soybean,Healthy\plant_7073.jpg"
D00762,Soybean,"no spots,bite marks,or abnormal areas observed/present on the leaf",Healthy,"images\Soybean,Healthy\plant_7074.jpg"
D00763,Soybean,"no spots,bite marks,or abnormal areas observed/present on the leaf",Healthy,"images\Soybean,Healthy\plant_7075.jpg"
D00764,Soybean,"no spots,bite marks,or abnormal areas observed/present on the leaf",Healthy,"images\Soybean,Healthy\plant_7076.jpg"
D00765,Soybean,"no spots,bite marks,or abnormal areas observed/present on the leaf",Healthy,"images\Soybean,Healthy\plant_7077.jpg"
D00766,Soybean,"no spots,bite marks,or abnormal areas observed/present on the leaf",Healthy,"images\Soybean,Healthy\plant_7078.jpg"
D00767,Soybean,"no spots,bite marks,or abnormal areas observed/present on the leaf",Healthy,"images\Soybean,Healthy\plant_7079.jpg"
D00768,Soybean,"no spots,bite marks,or abnormal areas observed/present on the leaf",Healthy,"images\Soybean,Healthy\plant_7080.jpg"
D00769,Soybean,"no spots,bite marks,or abnormal areas observed/present on the leaf",Healthy,"images\Soybean,Healthy\plant_7081.jpg"
D00770,Soybean,"no spots,bite marks,or abnormal areas observed/present on the leaf",Healthy,"images\Soybean,Healthy\plant_7082.jpg"
D00771,Soybean,"no spots,bite marks,or abnormal areas observed/present on the leaf",Healthy,"images\Soybean,Healthy\plant_7083.jpg"
D00772,Soybean,"no spots,bite marks,or abnormal areas observed/present on the leaf",Healthy,"images\Soybean,Healthy\plant_7084.jpg"
D00773,Soybean,"no spots,bite marks,or abnormal areas observed/present on the leaf",Healthy,"images\Soybean,Healthy\plant_7085.jpg"
D00774,Soybean,"no spots,bite marks,or abnormal areas observed/present on the leaf",Healthy,"images\Soybean,Healthy\plant_7086.jpg"
D00775,Soybean,"no spots,bite marks,or abnormal areas observed/present on the leaf",Healthy,"images\Soybean,Healthy\plant_7087.jpg"
D00776,Soybean,"no spots,bite marks,or abnormal areas observed/present on the leaf",Healthy,"images\Soybean,Healthy\plant_7088.jpg"
D00777,Soybean,"no spots,bite marks,or abnormal areas observed/present on the leaf",Healthy,"images\Soybean,Healthy\plant_7089.jpg"
D00778,Soybean,"no spots,bite marks,or abnormal areas observed/present on the leaf",Healthy,"images\Soybean,Healthy\plant_7090.jpg"
D00779,Soybean,"no spots,bite marks,or abnormal areas observed/present on the leaf",Healthy,"images\Soybean,Healthy\plant_7091.jpg"
D00780,Soybean,"no spots,bite marks,or abnormal areas observed/present on the leaf",Healthy,"images\Soybean,Healthy\plant_7092.jpg"
D00781,Soybean,"no spots,bite marks,or abnormal areas observed/present on the leaf",Healthy,"images\Soybean,Healthy\plant_7093.jpg"
D00782,Soybean,"no spots,bite marks,or abnormal areas observed/present on the leaf",Healthy,"images\Soybean,Healthy\plant_7094.jpg"
D00783,Soybean,"no spots,bite marks,or abnormal areas observed/present on the leaf",Healthy,"images\Soybean,Healthy\plant_7095.jpg"
D00784,Soybean,"no spots,bite marks,or abnormal areas observed/present on the leaf",Healthy,"images\Soybean,Healthy\plant_7096.jpg"
D00785,Soybean,"no spots,bite marks,or abnormal areas observed/present on the leaf",Healthy,"images\Soybean,Healthy\plant_7097.jpg"
D00786,Soybean,"no spots,bite marks,or abnormal areas observed/present on the leaf",Healthy,"images\Soybean,Healthy\plant_7098.jpg"
D00787,Soybean,"no spots,bite marks,or abnormal areas observed/present on the leaf",Healthy,"images\Soybean,Healthy\plant_7099.jpg"
D00788,Soybean,"no spots,bite marks,or abnormal areas observed/present on the leaf",Healthy,"images\Soybean,Healthy\plant_7100.jpg"
D00789,Soybean,"no spots,bite marks,or abnormal areas observed/present on the leaf",Healthy,"images\Soybean,Healthy\plant_7101.jpg"
D00790,Soybean,"no spots,bite marks,or abnormal areas observed/present on the leaf",Healthy,"images\Soybean,Healthy\plant_7102.jpg"
D00791,Soybean,"no spots,bite marks,or abnormal areas observed/present on the leaf",Healthy,"images\Soybean,Healthy\plant_7103.jpg"
D00792,Soybean,"no spots,bite marks,or abnormal areas observed/present on the leaf",Healthy,"images\Soybean,Healthy\plant_7104.jpg"
D00793,Soybean,"no spots,bite marks,or abnormal areas observed/present on the leaf",Healthy,"images\Soybean,Healthy\plant_7105.jpg"
D00794,Soybean,"no spots,bite marks,or abnormal areas observed/present on the leaf",Healthy,"images\Soybean,Healthy\plant_7106.jpg"
D00795,Soybean,"no spots,bite marks,or abnormal areas observed/present on the leaf",Healthy,"images\Soybean,Healthy\plant_7107.jpg"
D00796,Soybean,"no spots,bite marks,or abnormal areas observed/present on the leaf",Healthy,"images\Soybean,Healthy\plant_7108.jpg"
D00797,Soybean,"no spots,bite marks,or abnormal areas observed/present on the leaf",Healthy,"images\Soybean,Healthy\plant_7109.jpg"
D00798,Soybean,"no spots,bite marks,or abnormal areas observed/present on the leaf",Healthy,"images\Soybean,Healthy\plant_7110.jpg"
D00799,Soybean,"no spots,bite marks,or abnormal areas observed/present on the leaf",Healthy,"images\Soybean,Healthy\plant_7111.jpg"
D00800,Soybean,"no spots,bite marks,or abnormal areas observed/present on the leaf",Healthy,"images\Soybean,Healthy\plant_7112.jpg"
D00801,Soybean,"no spots,bite marks,or abnormal areas observed/present on the leaf",Healthy,"images\Soybean,Healthy\plant_7113.jpg"
D00802,Soybean,"no spots,bite marks,or abnormal areas observed/present on the leaf",Healthy,"images\Soybean,Healthy\plant_7114.jpg"
D00803,Soybean,"no spots,bite marks,or abnormal areas observed/present on the leaf",Healthy,"images\Soybean,Healthy\plant_7115.jpg"
D00804,Soybean,"no spots,bite marks,or abnormal areas observed/present on the leaf",Healthy,"images\Soybean,Healthy\plant_7116.jpg"
D00805,Soybean,"no spots,bite marks,or abnormal areas observed/present on the leaf",Healthy,"images\Soybean,Healthy\plant_7117.jpg"
D00806,Soybean,"no spots,bite marks,or abnormal areas observed/present on the leaf",Healthy,"images\Soybean,Healthy\plant_7118.jpg"
D00807,Soybean,"no spots,bite marks,or abnormal areas observed/present on the leaf",Healthy,"images\Soybean,Healthy\plant_7119.jpg"
D00808,Soybean,"no spots,bite marks,or abnormal areas observed/present on the leaf",Healthy,"images\Soybean,Healthy\plant_7120.jpg"
D00809,Soybean,"no spots,bite marks,or abnormal areas observed/present on the leaf",Healthy,"images\Soybean,Healthy\plant_7121.jpg"
D00810,Soybean,"no spots,bite marks,or abnormal areas observed/present on the leaf",Healthy,"images\Soybean,Healthy\plant_7122.jpg"
D00811,Soybean,"no spots,bite marks,or abnormal areas observed/present on the leaf",Healthy,"images\Soybean,Healthy\plant_7123.jpg"
D00812,Soybean,"no spots,bite marks,or abnormal areas observed/present on the leaf",Healthy,"images\Soybean,Healthy\plant_7124.jpg"
D00813,Soybean,"no spots,bite marks,or abnormal areas observed/present on the leaf",Healthy,"images\Soybean,Healthy\plant_7125.jpg"
D00814,Soybean,"no spots,bite marks,or abnormal areas observed/present on the leaf",Healthy,"images\Soybean,Healthy\plant_7126.jpg"
D00815,Soybean,"no spots,bite marks,or abnormal areas observed/present on the leaf",Healthy,"images\Soybean,Healthy\plant_7127.jpg"
D00816,Soybean,"no spots,bite marks,or abnormal areas observed/present on the leaf",Healthy,"images\Soybean,Healthy\plant_7128.jpg"
D00817,Soybean,"no spots,bite marks,or abnormal areas observed/present on the leaf",Healthy,"images\Soybean,Healthy\plant_7129.jpg"
D00818,Soybean,"no spots,bite marks,or abnormal areas observed/present on the leaf",Healthy,"images\Soybean,Healthy\plant_7130.jpg"
D00819,Soybean,"no spots,bite marks,or abnormal areas observed/present on the leaf",Healthy,"images\Soybean,Healthy\plant_7131.jpg"
D00820,Soybean,"no spots,bite marks,or abnormal areas observed/present on the leaf",Healthy,"images\Soybean,Healthy\plant_7132.jpg"
D00821,Soybean,"no spots,bite marks,or abnormal areas observed/present on the leaf",Healthy,"images\Soybean,Healthy\plant_7133.jpg"
D00822,Soybean,"no spots,bite marks,or abnormal areas observed/present on the leaf",Healthy,"images\Soybean,Healthy\plant_7134.jpg"
D00823,Soybean,"no spots,bite marks,or abnormal areas observed/present on the leaf",Healthy,"images\Soybean,Healthy\plant_7135.jpg"
D00824,Soybean,"no spots,bite marks,or abnormal areas observed/present on the leaf",Healthy,"images\Soybean,Healthy\plant_7159.jpg"
D00825,Soybean,"no spots,bite marks,or abnormal areas observed/present on the leaf",Healthy,"images\Soybean,Healthy\plant_7303.jpg"
D00826,Soybean,"no spots,bite marks,or abnormal areas observed/present on the leaf",Healthy,"images\Soybean,Healthy\plant_7304.jpg"
D00827,Soybean,"no spots,bite marks,or abnormal areas observed/present on the leaf",Healthy,"images\Soybean,Healthy\plant_7412.jpg"
D00828,Soybean,"no spots,bite marks,or abnormal areas observed/present on the leaf",Healthy,"images\Soybean,Healthy\plant_7441.jpg"
D00829,Soybean,"no spots,bite marks,or abnormal areas observed/present on the leaf",Healthy,"images\Soybean,Healthy\plant_7599.jpg"
D00830,Soybean,"no spots,bite marks,or abnormal areas observed/present on the leaf",Healthy,"images\Soybean,Healthy\plant_7633.jpg"
D00831,Strawberry,"no spots,bite marks,or abnormal areas observed/present on the leaf",Healthy,"images\Strawberry,Healthy\plant_1.jpg"
D00832,Strawberry,"no spots,bite marks,or abnormal areas observed/present on the leaf",Healthy,"images\Strawberry,Healthy\plant_10.jpg"
D00833,Strawberry,"no spots,bite marks,or abnormal areas observed/present on the leaf",Healthy,"images\Strawberry,Healthy\plant_11.jpg"
D00834,Strawberry,"no spots,bite marks,or abnormal areas observed/present on the leaf",Healthy,"images\Strawberry,Healthy\plant_12.jpg"
D00835,Strawberry,"no spots,bite marks,or abnormal areas observed/present on the leaf",Healthy,"images\Strawberry,Healthy\plant_13.jpg"
D00836,Strawberry,"no spots,bite marks,or abnormal areas observed/present on the leaf",Healthy,"images\Strawberry,Healthy\plant_14.jpg"
D00837,Strawberry,"no spots,bite marks,or abnormal areas observed/present on the leaf",Healthy,"images\Strawberry,Healthy\plant_15.jpg"
D00838,Strawberry,"no spots,bite marks,or abnormal areas observed/present on the leaf",Healthy,"images\Strawberry,Healthy\plant_16.jpg"
D00839,Strawberry,"no spots,bite marks,or abnormal areas observed/present on the leaf",Healthy,"images\Strawberry,Healthy\plant_17.jpg"
D00840,Strawberry,"no spots,bite marks,or abnormal areas observed/present on the leaf",Healthy,"images\Strawberry,Healthy\plant_18.jpg"
D00841,Strawberry,"no spots,bite marks,or abnormal areas observed/present on the leaf",Healthy,"images\Strawberry,Healthy\plant_19.jpg"
D00842,Strawberry,"no spots,bite marks,or abnormal areas observed/present on the leaf",Healthy,"images\Strawberry,Healthy\plant_2.jpg"
D00843,Strawberry,"no spots,bite marks,or abnormal areas observed/present on the leaf",Healthy,"images\Strawberry,Healthy\plant_20.jpg"
D00844,Strawberry,"no spots,bite marks,or abnormal areas observed/present on the leaf",Healthy,"images\Strawberry,Healthy\plant_21.jpg"
D00845,Strawberry,"no spots,bite marks,or abnormal areas observed/present on the leaf",Healthy,"images\Strawberry,Healthy\plant_22.jpg"
