record_id,crop,symptom,diagnosis,image_paths,confirmed_by
D00616,Peach,"no spots,bite marks,or abnormal areas observed/present on the leaf",healthy,"images\Peach,healthy\image (36).JPG",PlantVillage
D00617,Peach,"no spots,bite marks,or abnormal areas observed/present on the leaf",healthy,"images\Peach,healthy\image (37).JPG",PlantVillage
D00618,Peach,"no spots,bite marks,or abnormal areas observed/present on the leaf",healthy,"images\Peach,healthy\image (38).JPG",PlantVillage
D00619,Peach,"no spots,bite marks,or abnormal areas observed/present on the leaf",healthy,"images\Peach,healthy\image (39).JPG",PlantVillage
D00620,Peach,"no spots,bite marks,or abnormal areas observed/present on the leaf",healthy,"images\Peach,healthy\image (40).JPG",PlantVillage
D00621,Potato,"dark brown to black, dark brown spots, circular, irregular",Early blight,"images\Potato,Early blight\image (1).JPG",PlantVillage
D00622,Potato,"dark brown to black, dark brown spots, circular, irregular",Early blight,"images\Potato,Early blight\image (2).JPG",PlantVillage
D00623,Potato,"dark brown to black, dark brown spots, circular, irregular",Early blight,"images\Potato,Early blight\image (3).JPG",PlantVillage
D00624,Potato,"dark brown to black, dark brown spots, circular, irregular",Early blight,"images\Potato,Early blight\image (4).JPG",PlantVillage
D00625,Potato,"dark brown to black, dark brown spots, circular, irregular",Early blight,"images\Potato,Early blight\image (5).JPG",PlantVillage
D00626,Potato,"dark brown to black, dark brown spots, circular, irregular",Early blight,"images\Potato,Early blight\image (6).JPG",PlantVillage
D00627,Potato,"dark brown to black, dark brown spots, circular, irregular",Early blight,"images\Potato,Early blight\image (7).JPG",PlantVillage
D00628,Potato,"dark brown to black, dark brown spots, circular, irregular",Early blight,"images\Potato,Early blight\image (8).JPG",PlantVillage
D00629,Potato,"dark brown to black, dark brown spots, circular, irregular",Early blight,"images\Potato,Early blight\image (9).JPG",PlantVillage
D00630,Potato,"dark brown to black, dark brown spots, circular, irregular",Early blight,"images\Potato,Early blight\image (10).JPG",PlantVillage
D00631,Potato,"dark brown to black, dark brown spots, circular, irregular",Early blight,"images\Potato,Early blight\image (11).JPG",PlantVillage
D00632,Potato,"dark brown to black, dark brown spots, circular, irregular",Early blight,"images\Potato,Early blight\image (12).JPG",PlantVillage
D00633,Potato,"dark brown to black, dark brown spots, circular, irregular",Early blight,"images\Potato,Early blight\image (13).JPG",PlantVillage
D00634,Potato,"dark brown to black, dark brown spots, circular, irregular",Early blight,"images\Potato,Early blight\image (14).JPG",PlantVillage
D00635,Potato,"dark brown to black, dark brown spots, circular, irregular",Early blight,"images\Potato,Early blight\image (15).JPG",PlantVillage
D00636,Potato,"dark brown to black, dark brown spots, circular, irregular",Early blight,"images\Potato,Early blight\image (16).JPG",PlantVillage
D00637,Potato,"dark brown to black, dark brown spots, circular, irregular",Early blight,"images\Potato,Early blight\image (17).JPG",PlantVillage
D00638,Potato,"dark brown to black, dark brown spots, circular, irregular",Early blight,"images\Potato,Early blight\image (18).JPG",PlantVillage
D00639,Potato,"dark brown to black, dark brown spots, circular, irregular",Early blight,"images\Potato,Early blight\image (19).JPG",PlantVillage
D00640,Potato,"dark brown to black, dark brown spots, circular, irregular",Early blight,"images\Potato,Early blight\image (20).JPG",PlantVillage
D00641,Potato,"no spots,bite marks,or abnormal areas observed/present on the leaf",healthy,"images\Potato,healthy\image (1).JPG",PlantVillage
D00642,Potato,"no spots,bite marks,or abnormal areas observed/present on the leaf",healthy,"images\Potato,healthy\image (2).JPG",PlantVillage
D00643,Potato,"no spots,bite marks,or abnormal areas observed/present on the leaf",healthy,"images\Potato,healthy\image (3).JPG",PlantVillage
D00644,Potato,"no spots,bite marks,or abnormal areas observed/present on the leaf",healthy,"images\Potato,healthy\image (4).JPG",PlantVillage
D00645,Potato,"no spots,bite marks,or abnormal areas observed/present on the leaf",healthy,"images\Potato,healthy\image (5).JPG",PlantVillage
D00646,Potato,"no spots,bite marks,or abnormal areas observed/present on the leaf",healthy,"images\Potato,healthy\image (6).JPG",PlantVillage
D00647,Potato,"no spots,bite marks,or abnormal areas observed/present on the leaf",healthy,"images\Potato,healthy\image (7).JPG",PlantVillage
D00648,Potato,"no spots,bite marks,or abnormal areas observed/present on the leaf",healthy,"images\Potato,healthy\image (8).JPG",PlantVillage
D00649,Potato,"no spots,bite marks,or abnormal areas observed/present on the leaf",healthy,"images\Potato,healthy\image (9).JPG",PlantVillage
D00650,Potato,"no spots,bite marks,or abnormal areas observed/present on the leaf",healthy,"images\Potato,healthy\image (10).JPG",PlantVillage
D00651,Potato,"no spots,bite marks,or abnormal areas observed/present on the leaf",healthy,"images\Potato,healthy\image (11).JPG",PlantVillage
D00652,Potato,"no spots,bite marks,or abnormal areas observed/present on the leaf",healthy,"images\Potato,healthy\image (12).JPG",PlantVillage
D00653,Potato,"no spots,bite marks,or abnormal areas observed/present on the leaf",healthy,"images\Potato,healthy\image (13).JPG",PlantVillage
D00654,Potato,"no spots,bite marks,or abnormal areas observed/present on the leaf",healthy,"images\Potato,healthy\image (14).JPG",PlantVillage
D00655,Potato,"no spots,bite marks,or abnormal areas observed/present on the leaf",healthy,"images\Potato,healthy\image (15).JPG",PlantVillage
D00656,Potato,"no spots,bite marks,or abnormal areas observed/present on the leaf",healthy,"images\Potato,healthy\image (16).JPG",PlantVillage
D00657,Potato,"no spots,bite marks,or abnormal areas observed/present on the leaf",healthy,"images\Potato,healthy\image (17).JPG",PlantVillage
D00658,Potato,"no spots,bite marks,or abnormal areas observed/present on the leaf",healthy,"images\Potato,healthy\image (18).JPG",PlantVillage
D00659,Potato,"no spots,bite marks,or abnormal areas observed/present on the leaf",healthy,"images\Potato,healthy\image (19).JPG",PlantVillage
D00660,Potato,"no spots,bite marks,or abnormal areas observed/present on the leaf",healthy,"images\Potato,healthy\image (20).JPG",PlantVillage
D00661,Potato,"no spots,bite marks,or abnormal areas observed/present on the leaf",healthy,"images\Potato,healthy\image (21).JPG",PlantVillage
D00662,Potato,"no spots,bite marks,or abnormal areas observed/present on the leaf",healthy,"images\Potato,healthy\image (22).JPG",PlantVillage
D00663,Potato,"no spots,bite marks,or abnormal areas observed/present on the leaf",healthy,"images\Potato,healthy\image (23).JPG",PlantVillage
D00664,Potato,"no spots,bite marks,or abnormal areas observed/present on the leaf",healthy,"images\Potato,healthy\image (24).JPG",PlantVillage
D00665,Potato,"no spots,bite marks,or abnormal areas observed/present on the leaf",healthy,"images\Potato,healthy\image (25).JPG",PlantVillage
D00666,Potato,"no spots,bite marks,or abnormal areas observed/present on the leaf",healthy,"images\Potato,healthy\image (26).JPG",PlantVillage
D00667,Potato,"no spots,bite marks,or abnormal areas observed/present on the leaf",healthy,"images\Potato,healthy\image (27).JPG",PlantVillage
D00668,Potato,"no spots,bite marks,or abnormal areas observed/present on the leaf",healthy,"images\Potato,healthy\image (28).JPG",PlantVillage
D00669,Potato,"no spots,bite marks,or abnormal areas observed/present on the leaf",healthy,"images\Potato,healthy\image (29).JPG",PlantVillage
D00670,Potato,"no spots,bite marks,or abnormal areas observed/present on the leaf",healthy,"images\Potato,healthy\image (30).JPG",PlantVillage
D00671,Potato,"dark brown to black, dark brown spots, irregular, circular, water-soaked lesions",Late blight,"images\Potato,Late blight\image (1).JPG",PlantVillage
D00672,Potato,"dark brown to black, dark brown spots, irregular, circular, water-soaked lesions",Late blight,"images\Potato,Late blight\image (2).JPG",PlantVillage
D00673,Potato,"dark brown to black, dark brown spots, irregular, circular, water-soaked lesions",Late blight,"images\Potato,Late blight\image (3).JPG",PlantVillage
D00674,Potato,"dark brown to black, dark brown spots, irregular, circular, water-soaked lesions",Late blight,"images\Potato,Late blight\image (4).JPG",PlantVillage
D00675,Potato,"dark brown to black, dark brown spots, irregular, circular, water-soaked lesions",Late blight,"images\Potato,Late blight\image (5).JPG",PlantVillage
D00676,Potato,"dark brown to black, dark brown spots, irregular, circular, water-soaked lesions",Late blight,"images\Potato,Late blight\image (6).JPG",PlantVillage
D00677,Potato,"dark brown to black, dark brown spots, irregular, circular, water-soaked lesions",Late blight,"images\Potato,Late blight\image (7).JPG",PlantVillage
D00678,Potato,"dark brown to black, dark brown spots, irregular, circular, water-soaked lesions",Late blight,"images\Potato,Late blight\image (8).JPG",PlantVillage
D00679,Potato,"dark brown to black, dark brown spots, irregular, circular, water-soaked lesions",Late blight,"images\Potato,Late blight\image (9).JPG",PlantVillage
D00680,Potato,"dark brown to black, dark brown spots, irregular, circular, water-soaked lesions",Late blight,"images\Potato,Late blight\image (10).JPG",PlantVillage
D00681,Potato,"dark brown to black, dark brown spots, irregular, circular, water-soaked lesions",Late blight,"images\Potato,Late blight\image (11).JPG",PlantVillage
D00682,Potato,"dark brown to black, dark brown spots, irregular, circular, water-soaked lesions",Late blight,"images\Potato,Late blight\image (12).JPG",PlantVillage
D00683,Potato,"dark brown to black, dark brown spots, irregular, circular, water-soaked lesions",Late blight,"images\Potato,Late blight\image (13).JPG",PlantVillage
D00684,Potato,"dark brown to black, dark brown spots, irregular, circular, water-soaked lesions",Late blight,"images\Potato,Late blight\image (14).JPG",PlantVillage
D00685,Potato,"dark brown to black, dark brown spots, irregular, circular, water-soaked lesions",Late blight,"images\Potato,Late blight\image (15).JPG",PlantVillage
D00686,Potato,"dark brown to black, dark brown spots, irregular, circular, water-soaked lesions",Late blight,"images\Potato,Late blight\image (16).JPG",PlantVillage
D00687,Potato,"dark brown to black, dark brown spots, irregular, circular, water-soaked lesions",Late blight,"images\Potato,Late blight\image (17).JPG",PlantVillage
D00688,Potato,"dark brown to black, dark brown spots, irregular, circular, water-soaked lesions",Late blight,"images\Potato,Late blight\image (18).JPG",PlantVillage
D00689,Potato,"dark brown to black, dark brown spots, irregular, circular, water-soaked lesions",Late blight,"images\Potato,Late blight\image (19).JPG",PlantVillage
D00690,Potato,"dark brown to black, dark brown spots, irregular, circular, water-soaked lesions",Late blight,"images\Potato,Late blight\image (20).JPG",PlantVillage
D00691,Raspberry,"no spots,bite marks,or abnormal areas observed/present on the leaf",healthy,"images\Raspberry,healthy\image (1).JPG",PlantVillage
D00692,Raspberry,"no spots,bite marks,or abnormal areas observed/present on the leaf",healthy,"images\Raspberry,healthy\image (2).JPG",PlantVillage
D00693,Raspberry,"no spots,bite marks,or abnormal areas observed/present on the leaf",healthy,"images\Raspberry,healthy\image (3).JPG",PlantVillage
D00694,Raspberry,"no spots,bite marks,or abnormal areas observed/present on the leaf",healthy,"images\Raspberry,healthy\image (4).JPG",PlantVillage
D00695,Raspberry,"no spots,bite marks,or abnormal areas observed/present on the leaf",healthy,"images\Raspberry,healthy\image (5).JPG",PlantVillage
D00696,Raspberry,"no spots,bite marks,or abnormal areas observed/present on the leaf",healthy,"images\Raspberry,healthy\image (6).JPG",PlantVillage
D00697,Raspberry,"no spots,bite marks,or abnormal areas observed/present on the leaf",healthy,"images\Raspberry,healthy\image (7).JPG",PlantVillage
D00698,Raspberry,"no spots,bite marks,or abnormal areas observed/present on the leaf",healthy,"images\Raspberry,healthy\image (8).JPG",PlantVillage
D00699,Raspberry,"no spots,bite marks,or abnormal areas observed/present on the leaf",healthy,"images\Raspberry,healthy\image (9).JPG",PlantVillage
D00700,Raspberry,"no spots,bite marks,or abnormal areas observed/present on the leaf",healthy,"images\Raspberry,healthy\image (10).JPG",PlantVillage
D00701,Raspberry,"no spots,bite marks,or abnormal areas observed/present on the leaf",healthy,"images\Raspberry,healthy\image (11).JPG",PlantVillage
D00702,Raspberry,"no spots,bite marks,or abnormal areas observed/present on the leaf",healthy,"images\Raspberry,healthy\image (12).JPG",PlantVillage
D00703,Raspberry,"no spots,bite marks,or abnormal areas observed/present on the leaf",healthy,"images\Raspberry,healthy\image (13).JPG",PlantVillage
D00704,Raspberry,"no spots,bite marks,or abnormal areas observed/present on the leaf",healthy,"images\Raspberry,healthy\image (14).JPG",PlantVillage
D00705,Raspberry,"no spots,bite marks,or abnormal areas observed/present on the leaf",healthy,"images\Raspberry,healthy\image (15).JPG",PlantVillage
D00706,Raspberry,"no spots,bite marks,or abnormal areas observed/present on the leaf",healthy,"images\Raspberry,healthy\image (16).JPG",PlantVillage
D00707,Raspberry,"no spots,bite marks,or abnormal areas observed/present on the leaf",healthy,"images\Raspberry,healthy\image (17).JPG",PlantVillage
D00708,Raspberry,"no spots,bite marks,or abnormal areas observed/present on the leaf",healthy,"images\Raspberry,healthy\image (18).JPG",PlantVillage
D00709,Raspberry,"no spots,bite marks,or abnormal areas observed/present on the leaf",healthy,"images\Raspberry,healthy\image (19).JPG",PlantVillage
D00710,Raspberry,"no spots,bite marks,or abnormal areas observed/present on the leaf",healthy,"images\Raspberry,healthy\image (20).JPG",PlantVillage
D00711,Raspberry,"no spots,bite marks,or abnormal areas observed/present on the leaf",healthy,"images\Raspberry,healthy\image (21).JPG",PlantVillage
D00712,Raspberry,"no spots,bite marks,or abnormal areas observed/present on the leaf",healthy,"images\Raspberry,healthy\image (22).JPG",PlantVillage
D00713,Raspberry,"no spots,bite marks,or abnormal areas observed/present on the leaf",healthy,"images\Raspberry,healthy\image (23).JPG",PlantVillage
D00714,Raspberry,"no spots,bite marks,or abnormal areas observed/present on the leaf",healthy,"images\Raspberry,healthy\image (24).JPG",PlantVillage
D00715,Raspberry,"no spots,bite marks,or abnormal areas observed/present on the leaf",healthy,"images\Raspberry,healthy\image (25).JPG",PlantVillage
D00716,Raspberry,"no spots,bite marks,or abnormal areas observed/present on the leaf",healthy,"images\Raspberry,healthy\image (26).JPG",PlantVillage
D00717,Raspberry,"no spots,bite marks,or abnormal areas observed/present on the leaf",healthy,"images\Raspberry,healthy\image (27).JPG",PlantVillage
D00718,Raspberry,"no spots,bite marks,or abnormal areas observed/present on the leaf",healthy,"images\Raspberry,healthy\image (28).JPG",PlantVillage
D00719,Raspberry,"no spots,bite marks,or abnormal areas observed/present on the leaf",healthy,"images\Raspberry,healthy\image (29).JPG",PlantVillage
D00720,Raspberry,"no spots,bite marks,or abnormal areas observed/present on the leaf",healthy,"images\Raspberry,healthy\image (30).JPG",PlantVillage
D00721,Raspberry,"no spots,bite marks,or abnormal areas observed/present on the leaf",healthy,"images\Raspberry,healthy\image (31).JPG",PlantVillage
D00722,Raspberry,"no spots,bite marks,or abnormal areas observed/present on the leaf",healthy,"images\Raspberry,healthy\image (32).JPG",PlantVillage
D00723,Raspberry,"no spots,bite marks,or abnormal areas observed/present on the leaf",healthy,"images\Raspberry,healthy\image (33).JPG",PlantVillage
D00724,Raspberry,"no spots,bite marks,or abnormal areas observed/present on the leaf",healthy,"images\Raspberry,healthy\image (34).JPG",PlantVillage
D00725,Raspberry,"no spots,bite marks,or abnormal areas observed/present on the leaf",healthy,"images\Raspberry,healthy\image (35).JPG",PlantVillage
D00726,Raspberry,"no spots,bite marks,or abnormal areas observed/present on the leaf",healthy,"images\Raspberry,healthy\image (36).JPG",PlantVillage
D00727,Raspberry,"no spots,bite marks,or abnormal areas observed/present on the leaf",healthy,"images\Raspberry,healthy\image (37).JPG",PlantVillage
D00728,Raspberry,"no spots,bite marks,or abnormal areas observed/present on the leaf",healthy,"images\Raspberry,healthy\image (38).JPG",PlantVillage
D00729,Raspberry,"no spots,bite marks,or abnormal areas observed/present on the leaf",healthy,"images\Raspberry,healthy\image (39).JPG",PlantVillage
D00730,Raspberry,"no spots,bite marks,or abnormal areas observed/present on the leaf",healthy,"images\Raspberry,healthy\image (40).JPG",PlantVillage
D00731,Raspberry,"no spots,bite marks,or abnormal areas observed/present on the leaf",healthy,"images\Raspberry,healthy\image (41).JPG",PlantVillage
D00732,Raspberry,"no spots,bite marks,or abnormal areas observed/present on the leaf",healthy,"images\Raspberry,healthy\image (42).JPG",PlantVillage
D00733,Raspberry,"no spots,bite marks,or abnormal areas observed/present on the leaf",healthy,"images\Raspberry,healthy\image (43).JPG",PlantVillage
D00734,Raspberry,"no spots,bite marks,or abnormal areas observed/present on the leaf",healthy,"images\Raspberry,healthy\image (44).JPG",PlantVillage
D00735,Raspberry,"no spots,bite marks,or abnormal areas observed/present on the leaf",healthy,"images\Raspberry,healthy\image (45).JPG",PlantVillage
D00736,Raspberry,"no spots,bite marks,or abnormal areas observed/present on the leaf",healthy,"images\Raspberry,healthy\image (46).JPG",PlantVillage
D00737,Raspberry,"no spots,bite marks,or abnormal areas observed/present on the leaf",healthy,"images\Raspberry,healthy\image (47).JPG",PlantVillage
D00738,Raspberry,"no spots,bite marks,or abnormal areas observed/present on the leaf",healthy,"images\Raspberry,healthy\image (48).JPG",PlantVillage
D00739,Raspberry,"no spots,bite marks,or abnormal areas observed/present on the leaf",healthy,"images\Raspberry,healthy\image (49).JPG",PlantVillage
D00740,Raspberry,"no spots,bite marks,or abnormal areas observed/present on the leaf",healthy,"images\Raspberry,healthy\image (50).JPG",PlantVillage
D00741,Raspberry,"no spots,bite marks,or abnormal areas observed/present on the leaf",healthy,"images\Raspberry,healthy\image (51).JPG",PlantVillage
D00742,Raspberry,"no spots,bite marks,or abnormal areas observed/present on the leaf",healthy,"images\Raspberry,healthy\image (52).JPG",PlantVillage
D00743,Raspberry,"no spots,bite marks,or abnormal areas observed/present on the leaf",healthy,"images\Raspberry,healthy\image (53).JPG",PlantVillage
D00744,Raspberry,"no spots,bite marks,or abnormal areas observed/present on the leaf",healthy,"images\Raspberry,healthy\image (54).JPG",PlantVillage
D00745,Raspberry,"no spots,bite marks,or abnormal areas observed/present on the leaf",healthy,"images\Raspberry,healthy\image (55).JPG",PlantVillage
D00746,Raspberry,"no spots,bite marks,or abnormal areas observed/present on the leaf",healthy,"images\Raspberry,healthy\image (56).JPG",PlantVillage
D00747,Raspberry,"no spots,bite marks,or abnormal areas observed/present on the leaf",healthy,"images\Raspberry,healthy\image (57).JPG",PlantVillage
D00748,Raspberry,"no spots,bite marks,or abnormal areas observed/present on the leaf",healthy,"images\Raspberry,healthy\image (58).JPG",PlantVillage
D00749,Raspberry,"no spots,bite marks,or abnormal areas observed/present on the leaf",healthy,"images\Raspberry,healthy\image (59).JPG",PlantVillage
D00750,Raspberry,"no spots,bite marks,or abnormal areas observed/present on the leaf",healthy,"images\Raspberry,healthy\image (60).JPG",PlantVillage
D00751,Raspberry,"no spots,bite marks,or abnormal areas observed/present on the leaf",healthy,"images\Raspberry,healthy\image (61).JPG",PlantVillage
D00752,Raspberry,"no spots,bite marks,or abnormal areas observed/present on the leaf",healthy,"images\Raspberry,healthy\image (62).JPG",PlantVillage
D00753,Raspberry,"no spots,bite marks,or abnormal areas observed/present on the leaf",healthy,"images\Raspberry,healthy\image (63).JPG",PlantVillage
D00754,Raspberry,"no spots,bite marks,or abnormal areas observed/present on the leaf",healthy,"images\Raspberry,healthy\image (64).JPG",PlantVillage
D00755,Raspberry,"no spots,bite marks,or abnormal areas observed/present on the leaf",healthy,"images\Raspberry,healthy\image (65).JPG",PlantVillage
D00756,Raspberry,"no spots,bite marks,or abnormal areas observed/present on the leaf",healthy,"images\Raspberry,healthy\image (66).JPG",PlantVillage
D00757,Raspberry,"no spots,bite marks,or abnormal areas observed/present on the leaf",healthy,"images\Raspberry,healthy\image (67).JPG",PlantVillage
D00758,Raspberry,"no spots,bite marks,or abnormal areas observed/present on the leaf",healthy,"images\Raspberry,healthy\image (68).JPG",PlantVillage
D00759,Raspberry,"no spots,bite marks,or abnormal areas observed/present on the leaf",healthy,"images\Raspberry,healthy\image (69).JPG",PlantVillage
D00760,Raspberry,"no spots,bite marks,or abnormal areas observed/present on the leaf",healthy,"images\Raspberry,healthy\image (70).JPG",PlantVillage
D00761,Soybean,"no spots,bite marks,or abnormal areas observed/present on the leaf",healthy,"images\Soybean,healthy\image (1).JPG",PlantVillage
D00762,Soybean,"no spots,bite marks,or abnormal areas observed/present on the leaf",healthy,"images\Soybean,healthy\image (2).JPG",PlantVillage
D00763,Soybean,"no spots,bite marks,or abnormal areas observed/present on the leaf",healthy,"images\Soybean,healthy\image (3).JPG",PlantVillage
D00764,Soybean,"no spots,bite marks,or abnormal areas observed/present on the leaf",healthy,"images\Soybean,healthy\image (4).JPG",PlantVillage
D00765,Soybean,"no spots,bite marks,or abnormal areas observed/present on the leaf",healthy,"images\Soybean,healthy\image (5).JPG",PlantVillage
D00766,Soybean,"no spots,bite marks,or abnormal areas observed/present on the leaf",healthy,"images\Soybean,healthy\image (6).JPG",PlantVillage
D00767,Soybean,"no spots,bite marks,or abnormal areas observed/present on the leaf",healthy,"images\Soybean,healthy\image (7).JPG",PlantVillage
D00768,Soybean,"no spots,bite marks,or abnormal areas observed/present on the leaf",healthy,"images\Soybean,healthy\image (8).JPG",PlantVillage
D00769,Soybean,"no spots,bite marks,or abnormal areas observed/present on the leaf",healthy,"images\Soybean,healthy\image (9).JPG",PlantVillage
D00770,Soybean,"no spots,bite marks,or abnormal areas observed/present on the leaf",healthy,"images\Soybean,healthy\image (10).JPG",PlantVillage
D00771,Soybean,"no spots,bite marks,or abnormal areas observed/present on the leaf",healthy,"images\Soybean,healthy\image (11).JPG",PlantVillage
D00772,Soybean,"no spots,bite marks,or abnormal areas observed/present on the leaf",healthy,"images\Soybean,healthy\image (12).JPG",PlantVillage
D00773,Soybean,"no spots,bite marks,or abnormal areas observed/present on the leaf",healthy,"images\Soybean,healthy\image (13).JPG",PlantVillage
D00774,Soybean,"no spots,bite marks,or abnormal areas observed/present on the leaf",healthy,"images\Soybean,healthy\image (14).JPG",PlantVillage
D00775,Soybean,"no spots,bite marks,or abnormal areas observed/present on the leaf",healthy,"images\Soybean,healthy\image (15).JPG",PlantVillage
D00776,Soybean,"no spots,bite marks,or abnormal areas observed/present on the leaf",healthy,"images\Soybean,healthy\image (16).JPG",PlantVillage
D00777,Soybean,"no spots,bite marks,or abnormal areas observed/present on the leaf",healthy,"images\Soybean,healthy\image (17).JPG",PlantVillage
D00778,Soybean,"no spots,bite marks,or abnormal areas observed/present on the leaf",healthy,"images\Soybean,healthy\image (18).JPG",PlantVillage
D00779,Soybean,"no spots,bite marks,or abnormal areas observed/present on the leaf",healthy,"images\Soybean,healthy\image (19).JPG",PlantVillage
D00780,Soybean,"no spots,bite marks,or abnormal areas observed/present on the leaf",healthy,"images\Soybean,healthy\image (20).JPG",PlantVillage
D00781,Soybean,"no spots,bite marks,or abnormal areas observed/present on the leaf",healthy,"images\Soybean,healthy\image (21).JPG",PlantVillage
D00782,Soybean,"no spots,bite marks,or abnormal areas observed/present on the leaf",healthy,"images\Soybean,healthy\image (22).JPG",PlantVillage
D00783,Soybean,"no spots,bite marks,or abnormal areas observed/present on the leaf",healthy,"images\Soybean,healthy\image (23).JPG",PlantVillage
D00784,Soybean,"no spots,bite marks,or abnormal areas observed/present on the leaf",healthy,"images\Soybean,healthy\image (24).JPG",PlantVillage
D00785,Soybean,"no spots,bite marks,or abnormal areas observed/present on the leaf",healthy,"images\Soybean,healthy\image (25).JPG",PlantVillage
D00786,Soybean,"no spots,bite marks,or abnormal areas observed/present on the leaf",healthy,"images\Soybean,healthy\image (26).JPG",PlantVillage
D00787,Soybean,"no spots,bite marks,or abnormal areas observed/present on the leaf",healthy,"images\Soybean,healthy\image (27).JPG",PlantVillage
D00788,Soybean,"no spots,bite marks,or abnormal areas observed/present on the leaf",healthy,"images\Soybean,healthy\image (28).JPG",PlantVillage
D00789,Soybean,"no spots,bite marks,or abnormal areas observed/present on the leaf",healthy,"images\Soybean,healthy\image (29).JPG",PlantVillage
D00790,Soybean,"no spots,bite marks,or abnormal areas observed/present on the leaf",healthy,"images\Soybean,healthy\image (30).JPG",PlantVillage
D00791,Soybean,"no spots,bite marks,or abnormal areas observed/present on the leaf",healthy,"images\Soybean,healthy\image (31).JPG",PlantVillage
D00792,Soybean,"no spots,bite marks,or abnormal areas observed/present on the leaf",healthy,"images\Soybean,healthy\image (32).JPG",PlantVillage
D00793,Soybean,"no spots,bite marks,or abnormal areas observed/present on the leaf",healthy,"images\Soybean,healthy\image (33).JPG",PlantVillage
D00794,Soybean,"no spots,bite marks,or abnormal areas observed/present on the leaf",healthy,"images\Soybean,healthy\image (34).JPG",PlantVillage
D00795,Soybean,"no spots,bite marks,or abnormal areas observed/present on the leaf",healthy,"images\Soybean,healthy\image (35).JPG",PlantVillage
D00796,Soybean,"no spots,bite marks,or abnormal areas observed/present on the leaf",healthy,"images\Soybean,healthy\image (36).JPG",PlantVillage
D00797,Soybean,"no spots,bite marks,or abnormal areas observed/present on the leaf",healthy,"images\Soybean,healthy\image (37).JPG",PlantVillage
D00798,Soybean,"no spots,bite marks,or abnormal areas observed/present on the leaf",healthy,"images\Soybean,healthy\image (38).JPG",PlantVillage
D00799,Soybean,"no spots,bite marks,or abnormal areas observed/present on the leaf",healthy,"images\Soybean,healthy\image (39).JPG",PlantVillage
D00800,Soybean,"no spots,bite marks,or abnormal areas observed/present on the leaf",healthy,"images\Soybean,healthy\image (40).JPG",PlantVillage
D00801,Soybean,"no spots,bite marks,or abnormal areas observed/present on the leaf",healthy,"images\Soybean,healthy\image (41).JPG",PlantVillage
D00802,Soybean,"no spots,bite marks,or abnormal areas observed/present on the leaf",healthy,"images\Soybean,healthy\image (42).JPG",PlantVillage
D00803,Soybean,"no spots,bite marks,or abnormal areas observed/present on the leaf",healthy,"images\Soybean,healthy\image (43).JPG",PlantVillage
D00804,Soybean,"no spots,bite marks,or abnormal areas observed/present on the leaf",healthy,"images\Soybean,healthy\image (44).JPG",PlantVillage
D00805,Soybean,"no spots,bite marks,or abnormal areas observed/present on the leaf",healthy,"images\Soybean,healthy\image (45).JPG",PlantVillage
D00806,Soybean,"no spots,bite marks,or abnormal areas observed/present on the leaf",healthy,"images\Soybean,healthy\image (46).JPG",PlantVillage
D00807,Soybean,"no spots,bite marks,or abnormal areas observed/present on the leaf",healthy,"images\Soybean,healthy\image (47).JPG",PlantVillage
D00808,Soybean,"no spots,bite marks,or abnormal areas observed/present on the leaf",healthy,"images\Soybean,healthy\image (48).JPG",PlantVillage
D00809,Soybean,"no spots,bite marks,or abnormal areas observed/present on the leaf",healthy,"images\Soybean,healthy\image (49).JPG",PlantVillage
D00810,Soybean,"no spots,bite marks,or abnormal areas observed/present on the leaf",healthy,"images\Soybean,healthy\image (50).JPG",PlantVillage
D00811,Soybean,"no spots,bite marks,or abnormal areas observed/present on the leaf",healthy,"images\Soybean,healthy\image (51).JPG",PlantVillage
D00812,Soybean,"no spots,bite marks,or abnormal areas observed/present on the leaf",healthy,"images\Soybean,healthy\image (52).JPG",PlantVillage
D00813,Soybean,"no spots,bite marks,or abnormal areas observed/present on the leaf",healthy,"images\Soybean,healthy\image (53).JPG",PlantVillage
D00814,Soybean,"no spots,bite marks,or abnormal areas observed/present on the leaf",healthy,"images\Soybean,healthy\image (54).JPG",PlantVillage
D00815,Soybean,"no spots,bite marks,or abnormal areas observed/present on the leaf",healthy,"images\Soybean,healthy\image (55).JPG",PlantVillage
D00816,Soybean,"no spots,bite marks,or abnormal areas observed/present on the leaf",healthy,"images\Soybean,healthy\image (56).JPG",PlantVillage
D00817,Soybean,"no spots,bite marks,or abnormal areas observed/present on the leaf",healthy,"images\Soybean,healthy\image (57).JPG",PlantVillage
D00818,Soybean,"no spots,bite marks,or abnormal areas observed/present on the leaf",healthy,"images\Soybean,healthy\image (58).JPG",PlantVillage
D00819,Soybean,"no spots,bite marks,or abnormal areas observed/present on the leaf",healthy,"images\Soybean,healthy\image (59).JPG",PlantVillage
D00820,Soybean,"no spots,bite marks,or abnormal areas observed/present on the leaf",healthy,"images\Soybean,healthy\image (60).JPG",PlantVillage
D00821,Soybean,"no spots,bite marks,or abnormal areas observed/present on the leaf",healthy,"images\Soybean,healthy\image (61).JPG",PlantVillage
D00822,Soybean,"no spots,bite marks,or abnormal areas observed/present on the leaf",healthy,"images\Soybean,healthy\image (62).JPG",PlantVillage
